solver,time,file,assignments
minisat,0.3427488803863525,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,0.0
utopia-luby-restarts,0.3954031467437744,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,0.0
utopia-luby-restarts,0.4014670848846435,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n4_i5_pp.cnf,0.0
minisat,0.4618749618530273,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i7_pp.cnf,0.0
minisat,0.4929819107055664,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n5_i6_pp_ci_ce.cnf,0.0
utopia-no-inprocessing,0.4948711395263672,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n4_i5_pp.cnf,0.0
utopia,0.4965128898620605,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n4_i5_pp.cnf,0.0
utopia-no-inprocessing,0.5008878707885742,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n7_i7_pp_ci_ce.cnf,0.0
utopia,0.502626895904541,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n7_i7_pp_ci_ce.cnf,0.0
utopia-no-inprocessing,0.5229098796844482,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,0.0
utopia,0.5258181095123291,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i6_pp_ci_ce.cnf,0.0
utopia-no-restarts,0.5259478092193604,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,0.0
utopia,0.5267939567565918,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,0.0
utopia-no-inprocessing,0.5269849300384521,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,0.0
utopia-no-restarts,0.5407958030700684,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n4_i5_pp.cnf,0.0
utopia-no-restarts,1.0561490058898926,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,0.0
minisat,1.1203830242156982,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_14_7_3_all.cnf,0.0
minisat,1.1501760482788086,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_7_4_9_all.cnf,0.0
utopia-luby-restarts,1.2800347805023191,../testfiles/competitions/2009/SAT09/CRAFTED/ramseycube/Q3inK12.cnf,0.0
minisat,1.3244459629058838,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_4_9_exp.cnf,0.0
minisat,1.3924379348754885,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_7_3_6_all.cnf,0.0
minisat,1.480215072631836,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n5_i6_pp.cnf,0.0
utopia-luby-restarts,1.500291109085083,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod5block_1var_7gates.cnf,0.0
utopia-no-restarts,1.5588419437408447,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n5_i6_pp.cnf,0.0
utopia-no-inprocessing,1.809786319732666,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_7_3_6_all.cnf,0.0
utopia-luby-restarts,1.893092155456543,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i6_pp.cnf,0.0
utopia,1.897942066192627,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i7_pp.cnf,0.0
utopia-no-inprocessing,1.9646148681640625,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g1.cnf,0.0
utopia,10.8039972782135,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n7_i7_pp.cnf,0.0
utopia-no-inprocessing,100.68644881248474,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_11_3_4_exp.cnf,0.0
utopia-no-inprocessing,105.3177239894867,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,0.0
utopia-no-inprocessing,108.35891103744507,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n9_i9_pp_ci_ce.cnf,0.0
minisat,11.20198106765747,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i7_pp_ci_ce.cnf,0.0
minisat,11.354151010513306,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,0.0
minisat,11.488187074661257,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,0.0
utopia-no-restarts,11.573470115661621,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes4.cnf,0.0
utopia-no-restarts,113.6035840511322,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,0.0
utopia-no-inprocessing,114.97334027290344,../testfiles/competitions/2009/SAT09/CRAFTED/ramseycube/Q32inK11.cnf,0.0
utopia,118.37970805168152,../testfiles/competitions/2009/SAT09/CRAFTED/ramseycube/Q32inK11.cnf,0.0
utopia-luby-restarts,12.499669075012209,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i7_pp.cnf,0.0
minisat,12.796364068984984,../testfiles/competitions/2009/SAT09/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,0.0
utopia,12.84808111190796,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_8_4_5_all.cnf,0.0
utopia-no-restarts,121.9331259727478,../testfiles/competitions/2009/SAT09/CRAFTED/sgi/new-difficult-20-152-18-95.cnf,0.0
utopia,125.19729113578796,../testfiles/competitions/2009/SAT09/CRAFTED/ramseycube/Q32inK09.cnf,0.0
utopia,128.49644589424133,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g10.cnf,0.0
utopia-no-restarts,13.807623863220215,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n6_i7_pp.cnf,0.0
utopia-luby-restarts,135.254732131958,../testfiles/competitions/2009/SAT09/CRAFTED/sgen/sat/sgen1-sat-140-100.cnf,0.0
utopia-no-inprocessing,138.79571771621704,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/compact/em_7_4_9_cmp.cnf,0.0
utopia-no-inprocessing,14.032953262329102,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_11_3_4_all.cnf,0.0
minisat,14.062180280685425,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_9_3_5_exp.cnf,0.0
utopia-no-restarts,14.448822021484375,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,0.0
utopia-no-restarts,14.760948181152344,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n7_i7_pp.cnf,0.0
utopia-no-inprocessing,14.86746621131897,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_3_6_exp.cnf,0.0
utopia,141.79661202430725,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,0.0
utopia-luby-restarts,141.99768710136414,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes1.cnf,0.0
utopia-no-inprocessing,142.28985810279846,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod4block_2vars_8gates_u2.cnf,0.0
utopia-no-restarts,144.8996160030365,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/fbcolors/em_7_4_9_fbc.cnf,0.0
utopia-no-inprocessing,15.377259016036987,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n7_i7_pp.cnf,0.0
utopia-no-restarts,15.811727046966553,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/unforced/rbsat-v760c43649g1.cnf,0.0
utopia-luby-restarts,15.930988073349,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/all/em_11_3_4_all.cnf,0.0
utopia-no-restarts,154.0876190662384,../testfiles/competitions/2009/SAT09/CRAFTED/rbsat/random/forced/rbsat-v760c43649gyes10.cnf,0.0
utopia,155.58800888061523,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_12_2_4_exp.cnf,0.0
utopia,156.3759138584137,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_7_4_8_exp.cnf,0.0
utopia,157.5712490081787,../testfiles/competitions/2009/SAT09/CRAFTED/edgematching/explicit/em_8_4_5_exp.cnf,0.0
utopia-no-restarts,161.0739631652832,../testfiles/competitions/2009/SAT09/CRAFTED/sgen/unsat/sgen1-unsat-73-100.cnf,0.0
utopia-luby-restarts,162.7105691432953,../testfiles/competitions/2009/SAT09/CRAFTED/parity-games/instance_n8_i8_pp_ci_ce.cnf,0.0
utopia-no-inprocessing,167.80301213264465,../testfiles/competitions/2009/SAT09/CRAFTED/ramseycube/Q32inK09.cnf,0.0
minisat,168.42644810676575,../testfiles/competitions/2009/SAT09/CRAFTED/modcircuits/mod3_4vars_6gates.cnf,0.0
